method,id,time
asym,9,1
asym,9,255
asym,39,511
asym,39,1
asym,20,511
asym,20,1
asym,35,1
asym,35,63
asym,17,1023
asym,17,1
asym,5,255
asym,5,31
asym,37,255
asym,37,1
asym,7,1
asym,7,1
asym,29,1
asym,29,127
asym,3,1023
asym,3,1023
asym,23,255
asym,23,63
asym,16,255
asym,16,1
asym,25,255
asym,25,63
asym,27,255
asym,27,1
asym,34,255
asym,34,1
asym,8,1023
asym,8,127
asym,0,1
asym,0,255
asym,6,63
asym,6,1
asym,12,1
asym,12,1
asym,10,127
asym,10,1
asym,38,255
asym,38,63
asym,19,1
asym,19,511
asym,14,511
asym,14,511
asym,21,511
asym,21,1
asym,36,1
asym,36,1
asym,31,1
asym,31,511
asym,28,511
asym,28,1
asym,26,1
asym,26,63
asym,37,1
asym,37,1
asym,35,15
asym,35,127
asym,7,1
asym,7,127
asym,24,255
asym,24,1
asym,30,255
asym,30,1
asym,4,255
asym,4,511
asym,33,1023
asym,33,1
asym,39,255
asym,39,127
asym,9,127
asym,9,127
asym,17,511
asym,17,1
asym,13,255
asym,13,1
asym,11,31
asym,11,63
asym,20,63
asym,20,63
asym,22,127
asym,22,511
asym,15,1023
asym,15,1
asym,6,511
asym,6,1
asym,27,511
asym,27,1
asym,21,1
asym,21,1
asym,7,15
asym,7,1
asym,36,255
asym,36,63
asym,25,511
asym,25,1
asym,3,1
asym,3,511
asym,0,1
asym,0,255
asym,32,511
asym,32,1
asym,14,255
asym,14,1
asym,38,255
asym,38,1
asym,16,511
asym,16,1
asym,10,511
asym,10,1
asym,12,1
asym,12,255
asym,31,511
asym,31,31
asym,5,1023
asym,5,1
asym,18,2047
asym,18,511
asym,33,1
asym,33,1
asym,29,1
asym,29,511
asym,19,255
asym,19,1
asym,13,1
asym,13,63
asym,9,1
asym,9,1
asym,15,1
asym,15,1
asym,31,1
asym,31,1
asym,8,1023
asym,8,1
asym,22,1
asym,22,511
asym,11,1
asym,11,1
asym,24,127
asym,24,1
asym,3,1
asym,3,1
asym,39,255
asym,39,255
asym,37,511
asym,37,1
asym,16,1
asym,16,255
asym,26,1
asym,26,511
asym,14,1
asym,14,1
asym,6,511
asym,6,255
asym,34,1023
asym,34,511
asym,20,255
asym,20,511
asym,32,511
asym,32,127
asym,18,511
asym,18,1
asym,36,1
asym,36,1
asym,7,31
asym,7,1
asym,10,255
asym,10,1
asym,38,255
asym,38,1
asym,0,1
asym,0,1
asym,12,255
asym,12,511
asym,30,1023
asym,30,1
asym,28,1023
asym,28,1
asym,22,1
asym,22,1
asym,15,255
asym,15,1
asym,4,511
asym,4,511
asym,25,1
asym,25,255
asym,11,1
asym,11,1
asym,13,511
asym,13,1
asym,27,1023
asym,27,127
asym,17,511
asym,17,511
asym,39,127
asym,39,1
asym,35,1023
asym,35,63
asym,29,255
asym,29,1
asym,31,1
asym,31,255
asym,9,1
asym,9,511
asym,37,511
asym,37,1
asym,21,1023
asym,21,3
asym,6,511
asym,6,1
asym,0,1
asym,0,1
asym,19,511
asym,19,1
asym,17,1
asym,17,1
asym,3,1
asym,3,511
asym,36,1
asym,36,7
asym,26,63
asym,26,31
asym,30,255
asym,30,1
asym,34,255
asym,34,1
asym,32,1
asym,32,127
asym,38,1
asym,38,1
asym,27,1
asym,27,1
asym,22,1
asym,22,15
asym,10,1
asym,10,255
asym,20,127
asym,20,1
asym,25,1
asym,25,1
asym,0,1
asym,0,1
asym,12,255
asym,12,1
asym,14,7
asym,14,511
asym,5,1023
asym,5,255
asym,18,1
asym,18,255
asym,8,1023
asym,8,1
asym,37,1
asym,37,127
asym,30,1
asym,30,1
asym,16,1023
asym,16,1
asym,3,1
asym,3,1
asym,24,1023
asym,24,1
asym,35,1
asym,35,1
asym,11,255
asym,11,127
asym,6,1
asym,6,255
asym,21,127
asym,21,1
asym,32,1
asym,32,1
asym,4,511
asym,4,127
asym,26,511
asym,26,1
asym,15,511
asym,15,255
asym,39,127
asym,39,511
asym,17,127
asym,17,127
asym,19,511
asym,19,1
asym,9,511
asym,9,1
asym,22,1
asym,22,1
asym,12,1
asym,12,255
asym,7,1023
asym,7,1
asym,25,255
asym,25,1
asym,27,63
asym,27,1
asym,6,127
asym,6,1
asym,36,511
asym,36,255
asym,14,511
asym,14,1
asym,34,511
asym,34,1
asym,3,1
asym,3,63
asym,11,1
asym,11,255
asym,0,1
asym,0,255
asym,20,1
asym,20,255
asym,18,255
asym,18,1
asym,31,511
asym,31,511
asym,8,1
asym,8,1
asym,38,1023
asym,38,1
asym,15,1
asym,15,1
asym,23,4095
asym,23,1
asym,4,1
asym,4,7
asym,26,1
asym,26,63
asym,10,1023
asym,10,1
asym,3,1
asym,3,1
asym,5,1023
asym,5,1
asym,35,255
asym,35,255
asym,17,1
asym,17,127
asym,32,1
asym,32,63
asym,39,255
asym,39,1
asym,21,511
asym,21,1
asym,12,1
asym,12,1
asym,24,511
asym,24,255
asym,30,511
asym,30,1
asym,19,1
asym,19,1
asym,7,1
asym,7,511
asym,27,255
asym,27,1
asym,14,255
asym,14,1
asym,37,1023
asym,37,1
asym,25,255
asym,25,1
asym,31,127
asym,31,1
asym,4,1
asym,4,63
asym,9,511
asym,9,255
asym,11,511
asym,11,1
asym,22,255
asym,22,511
asym,35,1
asym,35,1
asym,24,15
asym,24,1
asym,0,1
asym,0,511
asym,26,255
asym,26,1
asym,20,255
asym,20,255
asym,32,1
asym,32,255
asym,8,511
asym,8,1
asym,10,1
asym,10,1
asym,38,255
asym,38,255
asym,30,255
asym,30,1
asym,3,1
asym,3,1
asym,5,255
asym,5,1
asym,17,1
asym,17,1
asym,13,2047
asym,13,511
asym,39,127
asym,39,1
asym,15,511
asym,15,1
asym,27,1
asym,27,1
asym,11,1
asym,11,1
asym,0,1
asym,0,31
asym,38,1
asym,38,1
asym,23,1023
asym,23,1
asym,36,511
asym,36,255
asym,33,4095
asym,33,1
asym,21,511
asym,21,1
asym,25,511
asym,25,1
asym,19,1
asym,19,511
asym,27,1
asym,27,1
asym,7,1
asym,7,511
asym,31,511
asym,31,1
asym,9,511
asym,9,1
asym,30,31
asym,30,1
asym,24,1
asym,24,1
asym,4,255
asym,4,255
asym,1,8191
asym,1,1
asym,32,63
asym,32,127
asym,14,511
asym,14,1
asym,26,63
asym,26,1
asym,37,511
asym,37,1
asym,35,1
asym,35,127
asym,10,511
asym,10,1
asym,17,1
asym,17,1
asym,22,127
asym,22,255
asym,0,1
asym,0,1
asym,3,1
asym,3,1
asym,15,255
asym,15,1
asym,12,511
asym,12,511
asym,8,1
asym,8,255
asym,31,255
asym,31,1
asym,5,511
asym,5,1
asym,20,255
asym,20,255
asym,2,8191
asym,2,1
asym,38,1
asym,38,511
asym,14,127
asym,14,1
asym,23,255
asym,23,1
asym,17,1
asym,17,1
asym,6,2047
asym,6,127
asym,25,127
asym,25,511
asym,9,1
asym,9,1
asym,35,1
asym,35,1
asym,28,1
asym,28,4095
asym,1,1
asym,1,63
asym,4,1
asym,4,1
asym,11,1
asym,11,255
asym,38,1
asym,38,1
asym,30,255
asym,30,1
asym,27,511
asym,27,255
asym,22,1
asym,22,1
asym,24,511
asym,24,1
asym,17,1
asym,17,1
asym,20,1
asym,20,1
asym,7,511
asym,7,1
asym,35,1
asym,35,1
asym,15,1
asym,15,1
asym,13,1023
asym,13,1
asym,25,127
asym,25,1
asym,5,127
asym,5,1
asym,1,1
asym,1,1
asym,3,1
asym,3,511
asym,32,1
asym,32,1023
asym,23,1
asym,23,1
asym,16,4095
asym,16,1
asym,14,127
asym,14,1
asym,12,1
asym,12,127
asym,8,511
asym,8,255
asym,38,1
asym,38,1
asym,36,511
asym,36,1023
asym,28,1
asym,28,511
asym,17,1
asym,17,1
asym,1,1
asym,1,1
asym,20,1
asym,20,1
asym,8,1
asym,8,1
asym,6,511
asym,6,255
asym,31,511
asym,31,127
asym,4,1
asym,4,31
asym,15,1
asym,15,1
asym,13,511
asym,13,1
asym,26,1023
asym,26,1
asym,24,255
asym,24,255
asym,11,1
asym,11,511
asym,2,1023
asym,2,63
asym,22,511
asym,22,1
asym,27,127
asym,27,1
asym,5,1
asym,5,31
asym,20,1
asym,20,1
asym,16,1
asym,16,15
asym,38,1
asym,38,1
asym,8,1
asym,8,1
asym,32,1
asym,32,1
asym,6,1
asym,6,15
asym,30,511
asym,30,1
asym,23,1
asym,23,1
asym,14,511
asym,14,1
asym,28,1
asym,28,7
asym,26,31
asym,26,1
asym,12,511
asym,12,15
asym,22,1
asym,22,1
asym,3,255
asym,3,1
asym,1,1
asym,1,511
asym,35,1
asym,35,1023
asym,37,2047
asym,37,1
asym,20,1
asym,20,1
asym,17,255
asym,17,1
asym,15,1
asym,15,1
asym,10,2047
asym,10,1
asym,13,255
asym,13,1
asym,2,7
asym,2,1
asym,31,255
asym,31,1
asym,27,127
asym,27,1
asym,8,1
asym,8,1
asym,6,1
asym,6,1
asym,14,63
asym,14,127
asym,4,1
asym,4,511
asym,30,127
asym,30,1
asym,23,511
asym,23,1
asym,12,1
asym,12,1
asym,16,511
asym,16,1
asym,32,1
asym,32,1
asym,38,1
asym,38,511
asym,20,1
asym,20,1
asym,35,1
asym,35,1
asym,28,1
asym,28,1
asym,25,255
asym,25,1023
asym,1,1
asym,1,511
asym,39,4095
asym,39,1
asym,6,1
asym,6,1
asym,26,1
asym,26,127
asym,36,1023
asym,36,1
asym,15,511
asym,15,31
asym,22,127
asym,22,1
asym,24,1023
asym,24,1
asym,20,1
asym,20,1
asym,31,127
asym,31,255
asym,3,255
asym,3,255
asym,13,511
asym,13,1
asym,8,1
asym,8,1
asym,5,1023
asym,5,1
asym,17,511
asym,17,1
asym,11,511
asym,11,511
asym,38,1
asym,38,1
asym,30,255
asym,30,1
asym,27,255
asym,27,1
asym,25,31
asym,25,63
asym,32,1
asym,32,1
asym,35,1
asym,35,511
asym,1,1
asym,1,1
asym,16,255
asym,16,63
asym,14,511
asym,14,1
asym,23,511
asym,23,1
asym,17,1
asym,17,1
asym,12,127
asym,12,511
asym,37,511
asym,37,255
asym,6,1
asym,6,511
asym,28,1
asym,28,255
asym,4,511
asym,4,1
asym,22,63
asym,22,1
asym,31,1
asym,31,255
asym,26,127
asym,26,1
asym,2,511
asym,2,127
asym,24,255
asym,24,255
asym,15,127
asym,15,1
asym,10,1023
asym,10,1
asym,39,511
asym,39,1
asym,20,1
asym,20,1
asym,35,1
asym,35,1
asym,0,4095
asym,0,63
asym,5,63
asym,5,1
asym,8,1
asym,8,1
asym,32,1
asym,32,1
asym,37,1
asym,37,1
asym,30,511
asym,30,1
asym,27,127
asym,27,7
asym,23,255
asym,23,63
asym,6,1
asym,6,127
asym,25,511
asym,25,1
asym,38,255
asym,38,255
asym,4,127
asym,4,1
asym,12,1
asym,12,1
asym,14,63
asym,14,1
asym,1,255
asym,1,1
asym,16,127
asym,16,511
asym,24,7
asym,24,1
asym,36,1023
asym,36,1
asym,22,127
asym,22,1
asym,11,511
asym,11,127
asym,39,511
asym,39,1
asym,9,4095
asym,9,1
asym,31,511
asym,31,1
asym,28,1
asym,28,511
asym,7,4095
asym,7,1
asym,12,1
asym,12,1
asym,15,3
asym,15,63
asym,20,1
asym,20,1
asym,26,511
asym,26,1
asym,37,127
asym,37,1
asym,3,511
asym,3,511
asym,35,1
asym,35,255
asym,17,511
asym,17,1
asym,10,63
asym,10,255
asym,6,255
asym,6,1
asym,0,511
asym,0,1
asym,30,255
asym,30,1
asym,8,1
asym,8,1
asym,16,63
asym,16,63
asym,32,1
asym,32,511
asym,14,255
asym,14,1
asym,25,255
asym,25,127
asym,23,63
asym,23,511
asym,11,255
asym,11,1
asym,1,255
asym,1,1
asym,27,511
asym,27,1
asym,36,1
asym,36,63
asym,38,1
asym,38,511
asym,25,1
asym,25,1
asym,31,1
asym,31,127
asym,7,1
asym,7,15
asym,5,511
asym,5,511
asym,2,1023
asym,2,1
asym,10,63
asym,10,1
asym,12,1
asym,12,255
asym,20,1
asym,20,1
asym,17,511
asym,17,1
asym,0,1
asym,0,1
asym,35,1
asym,35,15
asym,24,255
asym,24,1
asym,38,1
asym,38,1
asym,27,1
asym,27,1
asym,31,1
asym,31,1
asym,15,511
asym,15,1
asym,3,1
asym,3,1
asym,1,127
asym,1,1
asym,9,511
asym,9,511
asym,6,127
asym,6,511
asym,14,255
asym,14,1
asym,4,1023
asym,4,1
asym,17,1
asym,17,1
asym,11,511
asym,11,1
asym,20,1
asym,20,1
asym,27,1
asym,27,1
asym,7,255
asym,7,1
asym,30,1023
asym,30,1
asym,37,511
asym,37,511
asym,32,1
asym,32,511
asym,35,1
asym,35,1
asym,24,1
asym,24,1
asym,8,511
asym,8,1
asym,5,1
asym,5,1
asym,15,1
asym,15,1
asym,2,1
asym,2,127
asym,12,1
asym,12,31
asym,0,127
asym,0,1
asym,10,255
asym,10,1
asym,38,1
asym,38,1
asym,6,1
asym,6,1
asym,31,1
asym,31,1
asym,4,1
asym,4,1
asym,36,511
asym,36,127
asym,20,1
asym,20,1
asym,38,1
asym,38,1
asym,14,255
asym,14,1
asym,16,511
asym,16,127
asym,27,1
asym,27,1
asym,24,1
asym,24,1
asym,11,127
asym,11,1
asym,1,15
asym,1,255
asym,9,255
asym,9,1
asym,7,127
asym,7,1
asym,3,511
asym,3,1
asym,32,1
asym,32,1
asym,35,1
asym,35,1
asym,30,1
asym,30,1
asym,37,511
asym,37,1
asym,19,1
asym,19,8191
asym,21,8191
asym,21,1
asym,39,2047
asym,39,1
asym,4,1
asym,4,127
asym,28,1
asym,28,2047
asym,2,63
asym,2,63
asym,26,2047
asym,26,1
asym,12,1
asym,12,127
asym,15,511
asym,15,1
asym,24,1
asym,24,1
asym,7,1
asym,7,1
asym,10,255
asym,10,127
asym,30,1
asym,30,1
asym,0,511
asym,0,255
asym,3,127
asym,3,127
asym,8,127
asym,8,127
asym,36,255
asym,36,1
asym,32,1
asym,32,1
asym,16,1
asym,16,127
asym,19,1
asym,19,1
asym,5,1023
asym,5,1
asym,28,1
asym,28,1
asym,14,1
asym,14,1
asym,6,255
asym,6,127
asym,25,2047
asym,25,1
asym,23,1
asym,23,2047
asym,11,1
asym,11,1
asym,9,1
asym,9,1
asym,1,255
asym,1,1
asym,28,1
asym,28,1
asym,30,1
asym,30,1
asym,5,1
asym,5,1
asym,15,1
asym,15,1
asym,7,1
asym,7,1
asym,35,1
asym,35,511
asym,39,1
asym,39,511
asym,20,511
asym,20,511
asym,37,511
asym,37,1
asym,8,1
asym,8,1
asym,16,1
asym,16,1
asym,12,1
asym,12,511
asym,36,127
asym,36,1
asym,26,1
asym,26,511
asym,10,511
asym,10,1
asym,32,1
asym,32,1
asym,2,255
asym,2,511
asym,14,1
asym,14,1
asym,37,1
asym,37,1
asym,23,1
asym,23,1
asym,0,511
asym,0,31
asym,21,511
asym,21,1
asym,19,1
asym,19,255
asym,6,1
asym,6,511
asym,24,1023
asym,24,1
asym,28,1
asym,28,1
asym,17,2047
asym,17,1
asym,22,4095
asym,22,127
asym,1,1
asym,1,1
asym,25,127
asym,25,1
asym,31,2047
asym,31,1
asym,9,1
asym,9,511
asym,36,127
asym,36,1
asym,11,511
asym,11,1
asym,19,1
asym,19,1
asym,3,1023
asym,3,1
asym,39,1
asym,39,1
asym,5,1
asym,5,255
asym,16,1
asym,16,1
asym,12,1
asym,12,63
asym,22,1
asym,22,1
asym,8,511
asym,8,1
asym,0,255
asym,0,127
asym,26,1
asym,26,63
asym,37,1
asym,37,1
asym,10,31
asym,10,255
asym,24,127
asym,24,1
asym,17,1
asym,17,1
asym,21,1
asym,21,255
asym,2,511
asym,2,1
asym,19,1
asym,19,1
asym,28,1
asym,28,1
asym,31,1
asym,31,1
asym,7,1023
asym,7,511
asym,22,1
asym,22,127
asym,9,1
asym,9,1
asym,39,1
asym,39,1
asym,5,1
asym,5,1
asym,11,511
asym,11,1
asym,16,127
asym,16,1
asym,25,511
asym,25,1
asym,37,1
asym,37,1
asym,3,255
asym,3,1
asym,19,1
asym,19,1
asym,1,1
asym,1,511
asym,8,1
asym,8,255
asym,24,1
asym,24,1
asym,10,127
asym,10,1
asym,39,1
asym,39,1
asym,21,1
asym,21,511
asym,28,1
asym,28,1
asym,7,1
asym,7,15
asym,26,1
asym,26,511
asym,16,1
asym,16,1
asym,36,1023
asym,36,1
asym,9,7
asym,9,127
asym,2,255
asym,2,1
asym,39,1
asym,39,1
asym,5,1
asym,5,1
asym,23,2047
asym,23,127
asym,13,8191
asym,13,1
asym,19,1
asym,19,1
asym,25,127
asym,25,127
asym,0,1023
asym,0,63
asym,21,1
asym,21,1
asym,7,1
asym,7,1
asym,36,1
asym,36,1
asym,39,1
asym,39,1
asym,28,1
asym,28,1
asym,10,1
asym,10,255
asym,3,511
asym,3,1
asym,19,1
asym,19,1
asym,0,1
asym,0,63
asym,22,511
asym,22,255
asym,26,1
asym,26,127
asym,16,1
asym,16,1
asym,13,1
asym,13,1
asym,9,1
asym,9,1
asym,37,1023
asym,37,1
asym,21,1
asym,21,1
asym,23,255
asym,23,1
asym,5,1
asym,5,1
asym,39,1
asym,39,1
asym,28,1
asym,28,1
asym,2,511
asym,2,1
asym,21,1
asym,21,1
asym,25,1
asym,25,1
asym,10,1
asym,10,1
asym,1,1023
asym,1,63
asym,3,1
asym,3,1
asym,19,1
asym,19,1
asym,28,1
asym,28,1
asym,36,511
asym,36,1
asym,13,1
asym,13,1
asym,16,1
asym,16,1
asym,23,1
asym,23,1
asym,5,1
asym,5,1
asym,21,1
asym,21,1
asym,37,127
asym,37,1
asym,34,16383
asym,34,1
asym,9,1
asym,9,255
asym,36,63
asym,36,1
asym,1,1
asym,1,1
asym,28,1
asym,28,1
asym,2,511
asym,2,127
asym,19,1
asym,19,1
asym,34,1
asym,34,1
asym,1,1
asym,1,127
asym,9,1
asym,9,1
asym,23,1
asym,23,1
asym,13,1
asym,13,1
asym,21,1
asym,21,1
asym,2,1
asym,2,255
asym,1,1
asym,1,1
asym,23,1
asym,23,1
asym,19,1
asym,19,1
asym,13,1
asym,13,1
asym,2,1
asym,2,127
asym,34,1
asym,34,1
asym,21,1
asym,21,1
asym,13,1
asym,13,1
asym,1,1
asym,1,1
asym,2,1
asym,2,1
asym,19,1
asym,19,1
asym,33,16383
asym,33,1
asym,2,1
asym,2,1
asym,13,1
asym,13,1
asym,34,1
asym,34,1
asym,21,1
asym,21,1
asym,33,1
asym,33,255
asym,21,1
asym,21,1
asym,13,1
asym,13,1
asym,4,8191
asym,4,1
asym,34,1
asym,34,511
asym,2,1
asym,2,1
asym,13,1
asym,13,1
asym,33,1
asym,33,1
asym,2,1
asym,2,1
asym,4,1
asym,4,1
asym,34,1
asym,34,255
asym,2,1
asym,2,1
asym,33,1
asym,33,1
asym,4,1
asym,4,1
asym,34,1
asym,34,255
asym,33,1
asym,33,63
asym,34,1
asym,34,1
asym,33,1
asym,33,255
asym,34,1
asym,34,7
asym,33,1
asym,33,511
asym,34,1
asym,34,511
asym,33,1
asym,33,255
asym,34,1
asym,34,1
asym,33,1
asym,33,511
asym,34,1
asym,34,255
asym,33,1
asym,33,1
asym,34,1
asym,34,255
asym,33,1
asym,33,1
asym,34,1
asym,34,255
asym,33,1
asym,33,3
asym,33,1
asym,33,1
asym,33,1
asym,33,1
asym,29,32767
asym,29,1
asym,29,1
asym,29,1
asym,29,1
asym,29,1
asym,18,32767
asym,18,1
asym,29,1
asym,29,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,29,1
asym,29,1
asym,18,1
asym,18,1
asym,18,1
asym,18,1
asym,18,1
asym,18,1
conductor,9,3
conductor,9,2
conductor,18,2
conductor,18,1
conductor,33,1
conductor,33,2
conductor,3,1
conductor,3,2
conductor,6,2
conductor,6,2
conductor,0,2
conductor,0,2
conductor,15,1
conductor,15,2
conductor,37,1
conductor,37,2
conductor,24,2
conductor,24,2
conductor,21,2
conductor,21,1
conductor,12,2
conductor,12,2
conductor,29,1
conductor,29,2
conductor,8,2
conductor,8,143
conductor,26,2
conductor,26,2
conductor,5,2
conductor,5,53
conductor,14,2
conductor,14,81
conductor,28,2
conductor,28,2
conductor,30,2
conductor,30,2
conductor,32,2
conductor,32,248
conductor,34,348
conductor,34,2
conductor,39,2
conductor,39,307
conductor,7,2
conductor,7,23
conductor,11,2
conductor,11,74
conductor,9,118
conductor,9,2
conductor,23,2
conductor,23,326
conductor,25,138
conductor,25,2
conductor,17,2
conductor,17,86
conductor,36,2
conductor,36,212
conductor,2,2
conductor,2,234
conductor,27,23
conductor,27,231
conductor,20,1
conductor,20,449
conductor,29,1
conductor,29,2
conductor,4,404
conductor,4,171
conductor,38,360
conductor,38,201
conductor,8,2
conductor,8,26
conductor,10,282
conductor,10,7
conductor,31,240
conductor,31,121
conductor,33,11
conductor,33,11
conductor,13,209
conductor,13,347
conductor,1,276
conductor,1,397
conductor,22,266
conductor,22,158
conductor,6,1
conductor,6,2
conductor,24,2
conductor,24,2
conductor,16,2
conductor,16,594
conductor,3,2
conductor,3,252
conductor,26,247
conductor,26,160
conductor,35,332
conductor,35,326
conductor,9,80
conductor,9,50
conductor,37,156
conductor,37,68
conductor,12,89
conductor,12,441
conductor,19,495
conductor,19,676
conductor,21,188
conductor,21,2
conductor,0,2
conductor,0,424
conductor,2,74
conductor,2,2
conductor,32,2
conductor,32,46
conductor,23,91
conductor,23,177
conductor,28,84
conductor,28,185
conductor,30,408
conductor,30,1
conductor,7,2
conductor,7,2
conductor,5,2
conductor,5,1
conductor,39,92
conductor,39,199
conductor,34,28
conductor,34,145
conductor,18,363
conductor,18,354
conductor,25,2
conductor,25,1
conductor,15,221
conductor,15,693
conductor,22,235
conductor,22,2
conductor,20,2
conductor,20,2
conductor,11,271
conductor,11,416
conductor,4,2
conductor,4,128
conductor,6,183
conductor,6,2
conductor,8,2
conductor,8,2
conductor,31,172
conductor,31,114
conductor,1,2
conductor,1,145
conductor,33,306
conductor,33,2
conductor,36,2
conductor,36,2
conductor,24,2
conductor,24,39
conductor,17,287
conductor,17,224
conductor,3,293
conductor,3,96
conductor,27,2
conductor,27,187
conductor,29,109
conductor,29,2
conductor,14,302
conductor,14,649
conductor,19,1
conductor,19,78
conductor,38,2
conductor,38,410
conductor,35,2
conductor,35,28
conductor,10,71
conductor,10,543
conductor,23,128
conductor,23,94
conductor,13,142
conductor,13,446
conductor,37,2
conductor,37,120
conductor,21,2
conductor,21,2
conductor,5,1
conductor,5,207
conductor,0,34
conductor,0,195
conductor,2,233
conductor,2,2
conductor,32,224
conductor,32,23
conductor,34,123
conductor,34,16
conductor,9,2
conductor,9,241
conductor,26,97
conductor,26,439
conductor,28,216
conductor,28,15
conductor,30,207
conductor,30,2
conductor,12,252
conductor,12,259
conductor,25,20
conductor,25,272
conductor,14,1
conductor,14,2
conductor,16,2
conductor,16,230
conductor,18,1
conductor,18,2
conductor,8,2
conductor,8,352
conductor,22,242
conductor,22,29
conductor,20,2
conductor,20,1
conductor,24,210
conductor,24,56
conductor,4,2
conductor,4,261
conductor,7,241
conductor,7,468
conductor,27,2
conductor,27,2
conductor,29,2
conductor,29,152
conductor,31,188
conductor,31,2
conductor,36,2
conductor,36,267
conductor,33,46
conductor,33,180
conductor,3,209
conductor,3,35
conductor,17,34
conductor,17,58
conductor,39,2
conductor,39,635
conductor,1,104
conductor,1,1
conductor,11,2
conductor,11,308
conductor,6,11
conductor,6,264
conductor,38,104
conductor,38,229
conductor,19,2
conductor,19,80
conductor,32,104
conductor,32,2
conductor,13,411
conductor,13,178
conductor,35,2
conductor,35,283
conductor,21,270
conductor,21,61
conductor,5,1
conductor,5,282
conductor,23,180
conductor,23,106
conductor,26,1
conductor,26,334
conductor,28,419
conductor,28,1
conductor,30,2
conductor,30,2
conductor,6,2
conductor,6,2
conductor,37,2
conductor,37,57
conductor,16,1
conductor,16,355
conductor,10,2
conductor,10,717
conductor,3,1
conductor,3,2
conductor,18,1
conductor,18,2
conductor,0,2
conductor,0,26
conductor,22,1
conductor,22,19
conductor,12,2
conductor,12,32
conductor,32,2
conductor,32,2
conductor,20,1
conductor,20,2
conductor,15,555
conductor,15,516
conductor,39,2
conductor,39,86
conductor,34,2
conductor,34,449
conductor,36,430
conductor,36,2
conductor,29,352
conductor,29,2
conductor,2,88
conductor,2,316
conductor,5,2
conductor,5,138
conductor,25,156
conductor,25,591
conductor,27,345
conductor,27,1
conductor,9,2
conductor,9,1075
conductor,11,97
conductor,11,1
conductor,38,2
conductor,38,126
conductor,17,2
conductor,17,163
conductor,24,2
conductor,24,386
conductor,31,375
conductor,31,336
conductor,0,2
conductor,0,1
conductor,19,236
conductor,19,224
conductor,23,2
conductor,23,299
conductor,33,357
conductor,33,134
conductor,14,2
conductor,14,498
conductor,16,191
conductor,16,2
conductor,37,1
conductor,37,100
conductor,26,1
conductor,26,137
conductor,8,1
conductor,8,1093
conductor,1,200
conductor,1,2
conductor,35,1
conductor,35,2
conductor,28,64
