method,id,time
conductor,16,1155
conductor,2,3
conductor,2,431
conductor,9,2
conductor,9,400
conductor,19,1
conductor,19,704
conductor,1,415
conductor,1,2
conductor,5,2
conductor,5,401
conductor,15,1
conductor,15,1332
conductor,4,1
conductor,4,183
conductor,14,1
conductor,14,1461
conductor,8,1
conductor,8,545
conductor,18,232
conductor,18,701
conductor,0,35
conductor,0,2
conductor,7,41
conductor,7,505
conductor,3,2
conductor,3,525
conductor,17,219
conductor,17,550
conductor,13,69
conductor,13,1823
conductor,6,1
conductor,6,372
conductor,19,1
conductor,19,225
conductor,2,55
conductor,2,557
conductor,12,136
conductor,12,1630
conductor,5,26
conductor,5,631
conductor,11,57
conductor,11,1263
conductor,16,1
conductor,16,511
conductor,1,52
conductor,1,437
conductor,18,230
conductor,18,313
conductor,10,290
conductor,10,1322
conductor,15,1
conductor,15,791
conductor,17,329
conductor,17,2
conductor,4,67
conductor,4,719
conductor,0,361
conductor,0,230
conductor,3,21
conductor,3,421
conductor,9,2
conductor,9,1385
conductor,14,50
conductor,14,915
conductor,2,2
conductor,2,247
conductor,19,2
conductor,19,421
conductor,8,237
conductor,8,1255
conductor,10,38
conductor,10,2
conductor,13,2
conductor,13,852
conductor,16,2
conductor,16,289
conductor,7,2
conductor,7,1019
conductor,18,347
conductor,18,36
conductor,6,125
conductor,6,872
conductor,12,43
conductor,12,915
conductor,1,2
conductor,1,360
conductor,15,93
conductor,15,609
conductor,17,26
conductor,17,2
conductor,0,2
conductor,0,527
conductor,19,1
conductor,19,91
conductor,11,1
conductor,11,732
conductor,10,1
conductor,10,764
conductor,14,203
conductor,14,565
conductor,5,4
conductor,5,1342
conductor,18,78
conductor,18,310
conductor,4,1
conductor,4,1206
conductor,9,2
conductor,9,934
conductor,17,1
conductor,17,521
conductor,13,1
conductor,13,626
conductor,16,1
conductor,16,602
conductor,8,1
conductor,8,1243
conductor,3,255
conductor,3,1303
conductor,15,337
conductor,15,276
conductor,12,2
conductor,12,932
conductor,2,62
conductor,2,1285
conductor,14,82
conductor,14,158
conductor,11,1
conductor,11,709
conductor,7,149
conductor,7,1197
conductor,16,2
conductor,16,1
conductor,10,230
conductor,10,767
conductor,13,56
conductor,13,270
conductor,6,1
conductor,6,1194
conductor,1,1
conductor,1,1510
conductor,12,1
conductor,12,118
conductor,14,1
conductor,14,2
conductor,5,52
conductor,5,945
conductor,9,2
conductor,9,492
conductor,11,1
conductor,11,2
conductor,0,2
conductor,0,1672
conductor,16,1
conductor,16,2
conductor,8,2
conductor,8,388
conductor,4,1
conductor,4,1009
conductor,13,2
conductor,13,251
conductor,7,1
conductor,7,390
conductor,10,2
conductor,10,163
conductor,15,499
conductor,15,266
conductor,9,1
conductor,9,55
conductor,19,58
conductor,19,1954
conductor,6,17
conductor,6,379
conductor,3,290
conductor,3,999
conductor,8,2
conductor,8,34
conductor,12,114
conductor,12,327
conductor,2,1
conductor,2,671
conductor,0,2
conductor,0,1
conductor,5,168
conductor,5,418
conductor,9,1
conductor,9,2
conductor,4,2
conductor,4,578
conductor,0,2
conductor,0,2
conductor,5,286
conductor,5,1
atompick,0,1
atompick,11,1
atompick,2,1
atompick,9,1
atompick,4,1
atompick,6,1
atompick,15,1
atompick,17,1
atompick,0,1
atompick,12,127
atompick,7,1
atompick,18,1
atompick,13,127
atompick,11,1
atompick,16,127
atompick,3,255
atompick,5,511
atompick,14,255
atompick,16,1
atompick,8,511
atompick,1,1023
atompick,4,31
atompick,17,255
atompick,6,511
atompick,11,1
atompick,15,127
atompick,13,127
atompick,3,1
atompick,19,1023
atompick,17,1
atompick,11,1
atompick,2,511
atompick,9,511
atompick,4,255
atompick,7,255
atompick,13,1
atompick,16,255
atompick,18,511
atompick,0,511
atompick,6,1
atompick,8,255
atompick,3,15
atompick,19,1
atompick,11,1
atompick,1,511
atompick,13,1
atompick,5,1023
atompick,17,255
atompick,15,511
atompick,4,1
atompick,7,511
atompick,2,1
atompick,9,1
atompick,0,127
atompick,13,1
atompick,6,127
atompick,11,1
atompick,8,127
atompick,1,255
atompick,16,511
atompick,13,1
atompick,3,511
atompick,18,1023
atompick,2,127
atompick,19,127
atompick,9,127
atompick,4,1
atompick,6,1
atompick,13,1
atompick,17,255
atompick,15,255
atompick,11,1
atompick,8,63
atompick,1,255
atompick,3,63
atompick,5,1023
atompick,13,1
atompick,16,1
atompick,5,1
atompick,18,255
atompick,9,255
atompick,11,1
atompick,15,1
atompick,2,63
atompick,1,1
atompick,3,1
atompick,17,127
atompick,19,511
atompick,8,1
atompick,6,511
atompick,12,4095
atompick,15,1
atompick,4,1023
atompick,2,511
atompick,6,1
atompick,9,1
atompick,18,255
atompick,16,1023
atompick,11,511
atompick,13,511
atompick,1,255
atompick,8,1
atompick,3,511
atompick,19,511
atompick,2,255
atompick,6,1
atompick,4,1
atompick,17,511
atompick,1,1
atompick,11,1
atompick,3,255
atompick,9,511
atompick,6,1
atompick,15,1023
atompick,18,255
atompick,12,1023
atompick,4,63
atompick,2,127
atompick,8,7
atompick,11,63
atompick,4,1
atompick,16,511
atompick,19,1
atompick,1,1
atompick,9,1
atompick,3,1
atompick,13,511
atompick,6,1
atompick,5,2047
atompick,15,127
atompick,8,255
atompick,17,511
atompick,1,1
atompick,12,511
atompick,11,63
atompick,6,1
atompick,9,1
atompick,4,511
atompick,13,1
atompick,16,127
atompick,1,1
atompick,19,1
atompick,8,1
atompick,5,1
atompick,11,1
atompick,15,255
atompick,17,255
atompick,3,511
atompick,9,1
atompick,6,255
atompick,1,1
atompick,19,1
atompick,5,1
atompick,16,127
atompick,13,1
atompick,3,1
atompick,8,511
atompick,18,2047
atompick,13,1
atompick,1,1
atompick,11,1
atompick,15,1
atompick,9,1
atompick,6,255
atompick,13,1
atompick,19,511
atompick,1,1
atompick,3,1
atompick,5,1
atompick,8,255
atompick,16,511
atompick,11,1
atompick,6,1
atompick,3,1
atompick,5,31
atompick,9,127
atompick,15,63
atompick,18,127
atompick,11,1
atompick,5,1
atompick,8,31
atompick,13,1
atompick,1,1
atompick,19,255
atompick,16,63
atompick,3,1
atompick,7,8191
atompick,11,1
atompick,9,255
atompick,13,1
atompick,18,511
atompick,8,1
atompick,15,255
atompick,5,1
atompick,1,1
atompick,11,1
atompick,16,63
atompick,3,1
atompick,6,1023
atompick,19,1
atompick,9,1
atompick,13,1
atompick,7,255
atompick,18,127
atompick,1,1
atompick,5,1
atompick,15,1
atompick,11,1
atompick,6,1
atompick,4,4095
atompick,16,255
atompick,8,255
atompick,19,255
atompick,11,1
atompick,1,1
atompick,3,255
atompick,5,255
atompick,15,1
atompick,18,255
atompick,13,1
atompick,7,511
atompick,9,511
atompick,19,255
atompick,16,255
atompick,3,1
atompick,13,1
atompick,1,1
atompick,5,1
atompick,18,255
atompick,13,1
atompick,15,1
atompick,7,1
atompick,4,1023
atompick,16,1
atompick,3,1
atompick,19,511
