method,id,time
asym,20,1
asym,18,511
asym,18,1
asym,12,1
asym,12,1
asym,8,15
asym,8,511
asym,0,127
asym,0,1
asym,48,1
asym,48,1
asym,44,2047
asym,44,511
asym,25,4095
asym,25,1
asym,16,1
asym,16,1
asym,38,1023
asym,38,1
asym,41,1
asym,41,1
asym,2,511
asym,2,1
asym,23,1
asym,23,511
asym,46,1
asym,46,1
asym,34,511
asym,34,1
asym,32,4095
asym,32,1
asym,39,63
asym,39,1
asym,26,511
asym,26,1
asym,36,1
asym,36,511
asym,1,1
asym,1,63
asym,6,255
asym,6,511
asym,9,511
asym,9,1
asym,43,1
asym,43,255
asym,3,1
asym,3,1
asym,30,255
asym,30,511
asym,13,511
asym,13,1
asym,19,1
asym,19,127
asym,0,15
asym,0,1
asym,48,1
asym,48,1
asym,21,511
asym,21,1
asym,24,1
asym,24,63
asym,28,511
asym,28,1
asym,45,511
asym,45,255
asym,40,1
asym,40,255
asym,38,127
asym,38,1
asym,11,1023
asym,11,1
asym,33,255
asym,33,1
asym,1,1
asym,1,1
asym,15,2047
asym,15,511
asym,29,7
asym,29,63
asym,27,1
asym,27,255
asym,18,255
asym,18,1
asym,8,1
asym,8,1
asym,35,1
asym,35,511
asym,25,1
asym,25,1
asym,6,1
asym,6,1
asym,44,511
asym,44,1
asym,30,1
asym,30,31
asym,33,1
asym,33,1
asym,2,255
asym,2,63
asym,46,1
asym,46,127
asym,49,2047
asym,49,1
asym,20,127
asym,20,1
asym,39,1
asym,39,255
asym,9,1
asym,9,1
asym,12,511
asym,12,1
asym,28,1
asym,28,63
asym,3,255
asym,3,1
asym,22,1023
asym,22,511
asym,32,255
asym,32,1
asym,36,1
asym,36,1
asym,34,511
asym,34,255
asym,0,255
asym,0,255
asym,45,7
asym,45,1
asym,48,63
asym,48,1
asym,24,127
asym,24,1
asym,19,511
asym,19,63
asym,5,1
asym,5,1023
asym,41,1023
asym,41,1
asym,43,1
asym,43,255
asym,16,1
asym,16,511
asym,27,1
asym,27,1
asym,29,1
asym,29,1
asym,2,1
asym,2,1
asym,10,511
asym,10,511
asym,13,511
asym,13,1
asym,49,255
asym,49,1
asym,25,1
asym,25,1
asym,8,511
asym,8,1
asym,1,127
asym,1,63
asym,22,1
asym,22,1
asym,33,1
asym,33,127
asym,3,1
asym,3,1
asym,40,511
asym,40,1
asym,38,1023
asym,38,1
asym,6,1
asym,6,511
asym,43,1
asym,43,1
asym,20,1
asym,20,511
asym,18,511
asym,18,1
asym,48,31
asym,48,1
asym,28,31
asym,28,1
asym,15,1
asym,15,511
asym,30,1
asym,30,511
asym,12,63
asym,12,1
asym,46,1
asym,46,511
asym,35,1023
asym,35,1
asym,0,1
asym,0,1
asym,25,1
asym,25,1
asym,2,1
asym,2,1
asym,39,255
asym,39,1
asym,9,255
asym,9,1
asym,13,255
asym,13,1
asym,41,255
asym,41,1
asym,22,1
asym,22,1
asym,29,1
asym,29,1
asym,5,1
asym,5,511
asym,33,1
asym,33,1
asym,11,1023
asym,11,1
asym,27,1
asym,27,511
asym,49,1
asym,49,1
asym,44,511
asym,44,511
asym,16,1
asym,16,511
asym,21,1023
asym,21,127
asym,19,127
asym,19,511
asym,1,1
asym,1,255
asym,30,1
asym,30,1
asym,32,1023
asym,32,1
asym,36,1
asym,36,511
asym,3,255
asym,3,1
asym,48,127
asym,48,1
asym,40,63
asym,40,127
asym,8,1
asym,8,1
asym,23,2047
asym,23,1
asym,38,255
asym,38,1
asym,15,1
asym,15,255
asym,6,1
asym,6,1
asym,46,1
asym,46,1
asym,0,255
asym,0,1
asym,35,1
asym,35,127
asym,28,1
asym,28,31
asym,18,511
asym,18,1
asym,24,1023
asym,24,255
asym,49,1
asym,49,63
asym,43,1
asym,43,511
asym,12,255
asym,12,127
asym,2,255
asym,2,1
asym,41,1
asym,41,1
asym,10,511
asym,10,1
asym,22,1
asym,22,63
asym,30,1
asym,30,1
asym,36,1
asym,36,255
asym,20,255
asym,20,1
asym,33,511
asym,33,1
asym,5,1
asym,5,255
asym,39,255
asym,39,1
asym,25,255
asym,25,1
asym,16,1
asym,16,1
asym,45,1023
asym,45,255
asym,32,31
asym,32,1
asym,34,1023
asym,34,127
asym,13,255
asym,13,1
asym,27,1
asym,27,511
asym,48,511
asym,48,1
asym,46,1
asym,46,1
asym,35,127
asym,35,1
asym,15,1
asym,15,127
asym,44,63
asym,44,63
asym,21,127
asym,21,1
asym,29,511
asym,29,127
asym,23,511
asym,23,1
asym,3,255
asym,3,1
asym,19,1
asym,19,255
asym,33,255
asym,33,1
asym,40,511
asym,40,1
asym,9,255
asym,9,511
asym,5,1
asym,5,1
asym,11,511
asym,11,1
asym,38,1
asym,38,1
asym,39,1
asym,39,31
asym,41,31
asym,41,1
asym,36,1
asym,36,1
asym,31,4095
asym,31,1
asym,34,1
asym,34,1
asym,43,1
asym,43,1
asym,1,1
asym,1,1023
asym,45,1
asym,45,1
asym,49,31
asym,49,1
asym,16,1
asym,16,63
asym,27,1
asym,27,1
asym,24,1
asym,24,511
asym,36,1
asym,36,1
asym,6,1
asym,6,511
asym,22,255
asym,22,1
asym,20,255
asym,20,63
asym,15,1
asym,15,1
asym,18,511
asym,18,1
asym,12,255
asym,12,511
asym,10,511
asym,10,1
asym,28,511
asym,28,127
asym,40,1
asym,40,1
asym,38,255
asym,38,1
asym,32,1
asym,32,511
asym,30,511
asym,30,1
asym,26,4095
asym,26,1
asym,2,1
asym,2,511
asym,8,1023
asym,8,1
asym,48,1
asym,48,1
asym,44,255
asym,44,1
asym,41,127
asym,41,1
asym,19,1
asym,19,1
asym,33,511
asym,33,1
asym,1,1
asym,1,31
asym,31,63
asym,31,1
asym,3,511
asym,3,1
asym,21,1
asym,21,127
asym,5,1
asym,5,127
asym,23,127
asym,23,31
asym,13,511
asym,13,1
asym,11,1
asym,11,1
asym,35,255
asym,35,511
asym,41,1
asym,41,1
asym,39,255
asym,39,1
asym,29,511
asym,29,1
asym,49,1
asym,49,1
asym,16,1
asym,16,255
asym,43,1
asym,43,255
asym,45,255
asym,45,1
asym,27,511
asym,27,1
asym,10,127
asym,10,1
asym,25,1023
asym,25,255
asym,32,1
asym,32,1
asym,1,1
asym,1,1
asym,18,255
asym,18,1
asym,6,1
asym,6,1
asym,20,511
asym,20,1
asym,12,127
asym,12,1
asym,4,8191
asym,4,1
asym,48,31
asym,48,1
asym,22,1
asym,22,1
asym,24,63
asym,24,1
asym,43,1
asym,43,1
asym,38,255
asym,38,1
asym,40,255
asym,40,63
asym,2,63
asym,2,127
asym,15,1
asym,15,1
asym,49,15
asym,49,1
asym,28,127
asym,28,1
asym,26,255
asym,26,1
asym,35,1
asym,35,1
asym,5,1
asym,5,1
asym,30,1
asym,30,511
asym,41,255
asym,41,1
asym,11,127
asym,11,1
asym,3,63
asym,3,1
asym,13,1
asym,13,1
asym,32,1
asym,32,1
asym,1,1
asym,1,1
asym,9,511
asym,9,511
asym,25,1
asym,25,15
asym,29,127
asym,29,1
asym,44,127
asym,44,255
asym,17,8191
asym,17,255
asym,27,1
asym,27,1
asym,19,511
asym,19,1
asym,21,1
asym,21,127
asym,39,1
asym,39,1
asym,35,1
asym,35,1
asym,23,511
asym,23,1
asym,6,1
asym,6,1
asym,32,1
asym,32,1
asym,48,255
asym,48,1
asym,45,1
asym,45,1
asym,10,1
asym,10,63
asym,16,511
asym,16,1
asym,8,511
asym,8,1
asym,4,1
asym,4,255
asym,18,1
asym,18,1
asym,24,511
asym,24,1
asym,2,511
asym,2,1
asym,22,1
asym,22,127
asym,43,1
asym,43,1
asym,26,1
asym,26,1
asym,12,511
asym,12,1
asym,6,1
asym,6,1
asym,31,1023
asym,31,255
asym,28,511
asym,28,1
asym,35,1
asym,35,1
asym,38,511
asym,38,1
asym,40,1
asym,40,511
asym,20,511
asym,20,1
asym,44,63
asym,44,63
asym,48,1
asym,48,1
asym,9,1
asym,9,1
asym,29,31
asym,29,1
asym,25,1
asym,25,255
asym,19,511
asym,19,1
asym,23,511
asym,23,1
asym,1,1
asym,1,511
asym,27,511
asym,27,1
asym,11,511
asym,11,127
asym,3,511
asym,3,1
asym,21,1
asym,21,255
asym,17,511
asym,17,1
asym,32,1
asym,32,127
asym,5,1023
asym,5,1
asym,31,1
asym,31,15
asym,13,511
asym,13,1
asym,43,1
asym,43,255
asym,45,255
asym,45,1
asym,36,1
asym,36,2047
asym,8,511
asym,8,1
asym,15,1
asym,15,1023
asym,40,1
asym,40,1
asym,49,1023
asym,49,1
asym,33,2047
asym,33,1
asym,44,127
asym,44,1
asym,4,255
asym,4,1
asym,6,1
asym,6,255
asym,28,1
asym,28,255
asym,0,4095
asym,0,31
asym,26,511
asym,26,1
asym,12,1
asym,12,127
asym,10,255
asym,10,1
asym,35,1
asym,35,255
asym,48,255
asym,48,1
asym,16,511
asym,16,127
asym,19,1
asym,19,1
asym,45,63
asym,45,1
asym,25,1
asym,25,127
asym,43,1
asym,43,255
asym,39,127
asym,39,1023
asym,9,255
asym,9,63
asym,22,127
asym,22,511
asym,20,511
asym,20,63
asym,7,8191
asym,7,1
asym,31,1
asym,31,1
asym,1,255
asym,1,1
asym,13,255
asym,13,1
asym,11,63
asym,11,255
asym,5,255
asym,5,1
asym,36,1
asym,36,1
asym,49,1
asym,49,1
asym,23,511
asym,23,1
asym,33,1
asym,33,1
asym,10,7
asym,10,1
asym,17,511
asym,17,1
asym,28,1
asym,28,1
asym,40,1
asym,40,255
asym,8,1
asym,8,127
asym,46,1
asym,46,4095
asym,12,1
asym,12,1
asym,26,1
asym,26,511
asym,15,1
asym,15,511
asym,4,255
asym,4,1
asym,44,511
asym,44,1
asym,35,1
asym,35,1
asym,6,127
asym,6,255
asym,0,31
asym,0,7
asym,23,1
asym,23,1
asym,18,1023
asym,18,255
asym,31,1
asym,31,1
asym,21,511
asym,21,1
asym,48,511
asym,48,1
asym,9,127
asym,9,1
asym,16,1
asym,16,255
asym,45,63
asym,45,1
asym,43,1
asym,43,127
asym,36,1
asym,36,127
asym,39,1
asym,39,255
asym,6,1
asym,6,1
asym,1,31
asym,1,1
asym,8,31
asym,8,1
asym,11,1
asym,11,255
asym,13,255
asym,13,1
asym,27,1023
asym,27,1
asym,49,255
asym,49,1
asym,33,1
asym,33,1
asym,25,1
asym,25,511
asym,9,1
asym,9,1
asym,20,255
asym,20,1
asym,15,1
asym,15,255
asym,22,511
asym,22,1
asym,17,511
asym,17,1
asym,28,1
asym,28,255
asym,35,1
asym,35,1
asym,23,1
asym,23,1
asym,40,1
asym,40,255
asym,7,1023
asym,7,1
asym,44,255
asym,44,1
asym,5,255
asym,5,511
asym,46,1
asym,46,255
asym,48,1
asym,48,1
asym,31,1
asym,31,1
asym,33,1
asym,33,1
asym,3,1
asym,3,2047
asym,26,1
asym,26,15
asym,12,511
asym,12,1
asym,9,1
asym,9,1
asym,0,63
asym,0,511
asym,21,1
asym,21,1
asym,35,1
asym,35,1
asym,15,1
asym,15,1
asym,6,63
asym,6,3
asym,49,63
asym,49,255
asym,18,1
asym,18,511
asym,40,1
asym,40,1
asym,45,1
asym,45,1
asym,25,1
asym,25,1
asym,28,1
asym,28,1
asym,13,255
asym,13,1
asym,8,511
asym,8,1
asym,3,1
asym,3,1
asym,11,1
asym,11,511
asym,31,1
asym,31,1
asym,20,511
asym,20,1
asym,22,255
asym,22,255
asym,35,1
asym,35,1
asym,48,255
asym,48,1
asym,4,1023
asym,4,255
asym,16,511
asym,16,511
asym,25,1
asym,25,1
asym,0,1
asym,0,511
asym,27,511
asym,27,511
asym,44,255
asym,44,1
asym,46,1
asym,46,511
asym,7,127
asym,7,511
asym,9,127
asym,9,1
asym,40,1
asym,40,1
asym,12,1
asym,12,255
asym,19,2047
asym,19,255
asym,22,1
asym,22,1
asym,28,1
asym,28,3
asym,26,511
asym,26,1
asym,36,1
asym,36,1023
asym,24,4095
asym,24,1
asym,15,1
asym,15,511
asym,45,1
asym,45,63
asym,3,1
asym,3,255
asym,49,511
asym,49,1
asym,31,1
asym,31,1
asym,10,2047
asym,10,1
asym,8,1
asym,8,1
asym,15,1
asym,15,1
asym,5,1023
asym,5,1
asym,0,1
asym,0,127
asym,21,511
asym,21,511
asym,36,1
asym,36,1
asym,29,4095
asym,29,1
asym,19,1
asym,19,1
asym,27,511
asym,27,1
asym,40,1
asym,40,1
asym,16,1
asym,16,255
asym,4,255
asym,4,1
asym,12,1
asym,12,1
asym,6,1023
asym,6,255
asym,0,1
asym,0,1
asym,23,1023
asym,23,255
asym,46,1
asym,46,255
asym,44,255
asym,44,1
asym,25,511
asym,25,1
asym,11,511
asym,11,1
asym,32,4095
asym,32,255
asym,5,1
asym,5,1
asym,9,511
asym,9,1
asym,3,1
asym,3,1
asym,7,511
asym,7,1
asym,39,1
asym,39,2047
asym,20,1023
asym,20,63
asym,26,127
asym,26,1
asym,10,127
asym,10,1
asym,12,1
asym,12,1
asym,28,255
asym,28,255
asym,45,1
asym,45,1
asym,8,1
asym,8,1
asym,15,1
asym,15,511
asym,49,1
asym,49,511
asym,24,255
asym,24,127
asym,22,511
asym,22,1
asym,31,1
asym,31,255
asym,6,127
asym,6,255
asym,0,1
asym,0,127
asym,29,1
asym,29,1
asym,4,511
asym,4,1
asym,39,1
asym,39,1
asym,25,255
asym,25,31
asym,9,1
asym,9,127
asym,18,2047
asym,18,1
asym,27,255
asym,27,1
asym,3,1
asym,3,127
asym,11,255
asym,11,1
asym,32,1
asym,32,127
asym,44,127
asym,44,1
asym,46,1
asym,46,255
asym,20,1
asym,20,1
asym,4,1
asym,4,127
asym,16,1
asym,16,511
asym,23,511
asym,23,1
asym,34,8191
asym,34,1
asym,8,127
asym,8,1
asym,44,1
asym,44,1
asym,21,1023
asym,21,1
asym,10,127
asym,10,255
asym,29,1
asym,29,1
asym,19,511
asym,19,1
asym,39,1
asym,39,1
asym,31,1
asym,31,63
asym,26,255
asym,26,1
asym,1,4095
asym,1,1
asym,7,511
asym,7,255
asym,46,1
asym,46,1
asym,22,511
asym,22,1
asym,16,1
asym,16,1
asym,24,255
asym,24,511
asym,4,1
asym,4,1
asym,18,15
asym,18,1
asym,32,1
asym,32,1
asym,11,255
asym,11,1
asym,20,1
asym,20,255
asym,29,1
asym,29,1
asym,31,1
asym,31,1
asym,34,1
asym,34,1
asym,44,1
asym,44,1
asym,8,1
asym,8,1
asym,25,511
asym,25,1
asym,23,255
asym,23,1
asym,1,1
asym,1,1
asym,21,511
asym,21,1
asym,15,1
asym,15,1023
asym,29,1
asym,29,1
asym,32,1
asym,32,1
asym,19,1
asym,19,1
asym,10,1
asym,10,1
asym,46,1
asym,46,1
asym,39,1
asym,39,1
asym,26,1
asym,26,511
asym,34,1
asym,34,1
asym,4,1
asym,4,1
asym,31,1
asym,31,255
asym,16,1
asym,16,255
asym,24,63
asym,24,255
asym,41,8191
asym,41,1
asym,7,1
asym,7,511
asym,13,4095
asym,13,1
asym,10,1
asym,10,1
asym,46,1
asym,46,1
asym,25,255
asym,25,1
asym,44,1
asym,44,1
asym,4,1
asym,4,1
asym,31,1
asym,31,1
asym,23,1
asym,23,1
asym,10,1
asym,10,1
asym,25,1
asym,25,1
asym,32,1
asym,32,127
asym,38,8191
asym,38,1
asym,18,1023
asym,18,1
asym,13,1
asym,13,1
asym,21,1
asym,21,1
asym,2,8191
asym,2,1
asym,26,1
asym,26,127
asym,41,1
asym,41,1
asym,46,1
asym,46,1
asym,4,1
asym,4,1
asym,6,2047
asym,6,1
asym,44,1
asym,44,1
asym,34,1
asym,34,1
asym,37,16383
asym,37,1
asym,23,1
asym,23,1
asym,42,16383
asym,42,1
asym,7,1
asym,7,1
asym,25,1
asym,25,255
asym,18,1
asym,18,1
asym,38,1
asym,38,1
asym,13,1
asym,13,1
asym,4,1
asym,4,1
asym,41,1
asym,41,127
asym,32,1
asym,32,1
asym,7,1
asym,7,1
asym,2,1
asym,2,1
asym,34,1
asym,34,1
asym,26,1
asym,26,255
asym,37,1
asym,37,255
asym,14,16383
asym,14,1
asym,7,1
asym,7,1
asym,23,1
asym,23,1
asym,2,1
asym,2,1
asym,4,1
asym,4,1
asym,42,1
asym,42,255
asym,34,1
asym,34,1
asym,38,1
asym,38,255
asym,32,1
asym,32,1
asym,7,1
asym,7,1
asym,41,1
asym,41,63
asym,2,1
asym,2,1
asym,42,1
asym,42,1
asym,23,1
asym,23,1
asym,4,1
asym,4,1
asym,37,1
asym,37,255
asym,14,1
asym,14,1
asym,34,1
asym,34,1
asym,38,1
asym,38,1
asym,7,1
asym,7,1
asym,41,1
asym,41,1
asym,2,1
asym,2,1
asym,42,1
asym,42,255
asym,4,1
asym,4,1
asym,37,1
asym,37,1
asym,34,1
asym,34,1
asym,7,1
asym,7,1
asym,14,1
asym,14,1
asym,17,8191
asym,17,1
asym,2,1
asym,2,1
asym,42,1
asym,42,1
asym,38,1
asym,38,255
asym,7,1
asym,7,1
asym,34,1
asym,34,1
asym,37,1
asym,37,3
asym,17,1
asym,17,1
asym,42,1
asym,42,1
asym,7,1
asym,7,1
asym,37,1
asym,37,1
asym,14,1
asym,14,1
asym,17,1
asym,17,1
asym,38,1
asym,38,255
asym,42,1
asym,42,1
asym,37,1
asym,37,255
asym,17,1
asym,17,1
asym,14,1
asym,14,1
asym,42,1
asym,42,1
asym,37,1
asym,37,1
asym,17,1
asym,17,1
asym,37,1
asym,37,1
asym,42,1
asym,42,1
asym,14,1
asym,14,1
asym,17,1
asym,17,1
asym,37,1
asym,37,1
asym,42,1
asym,42,1
asym,14,1
asym,14,1
asym,17,1
asym,17,1
asym,30,16383
asym,30,1
asym,37,1
asym,37,1
asym,42,1
asym,42,1
asym,17,1
asym,17,1
asym,14,1
asym,14,1
asym,30,1
asym,30,1
asym,14,1
asym,14,1
asym,42,1
asym,42,1
asym,37,1
asym,37,1
asym,17,1
asym,17,1
asym,30,1
asym,30,1
asym,30,1
asym,30,1
asym,14,1
asym,14,1
asym,17,1
asym,17,1
asym,30,1
asym,30,1
asym,14,1
asym,14,1
asym,14,1
asym,14,1
asym,14,1
asym,14,1
asym,47,32767
asym,47,1
asym,47,1
asym,47,1
asym,47,1
asym,47,1
asym,47,1
asym,47,1
asym,47,1
asym,47,1
