method,id,time
asym,4,1
asym,1,1
asym,1,127
asym,3,255
asym,3,15
asym,4,1
asym,4,127
asym,2,1
asym,2,1
asym,1,1
asym,1,63
asym,3,255
asym,3,1
asym,4,1
asym,4,127
asym,1,1
asym,1,1
asym,3,1
asym,3,1
asym,4,1
asym,4,1
asym,3,1
asym,3,1
asym,1,1
asym,1,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
conductor,4,4
conductor,4,3
conductor,1,3
conductor,1,3
conductor,3,2
conductor,3,523
conductor,2,1046
conductor,2,3
conductor,0,2
conductor,0,1040
conductor,1,132
conductor,1,2
conductor,4,132
conductor,4,1031
conductor,0,1034
conductor,0,3
conductor,4,80
conductor,4,2
conductor,3,3
conductor,3,4101
conductor,2,2
conductor,2,4114
conductor,1,262
conductor,1,4104
conductor,0,75
conductor,0,4110
conductor,4,467
conductor,4,4111
conductor,3,87
conductor,3,4105
conductor,2,39
conductor,2,4109
conductor,1,276
conductor,1,4111
conductor,0,484
conductor,0,4101
conductor,4,36
conductor,4,4112
conductor,4,3
conductor,4,2
conductor,3,101
conductor,3,4107
conductor,2,53
conductor,2,4112
conductor,1,605
conductor,1,4114
conductor,0,93
conductor,0,4110
conductor,4,143
conductor,4,4112
conductor,3,43
conductor,3,4118
conductor,2,246
conductor,2,4100
conductor,1,173
conductor,1,4112
conductor,0,3
conductor,0,4101
conductor,4,47
conductor,4,4111
conductor,3,504
conductor,3,4109
conductor,2,358
conductor,2,4102
conductor,1,96
conductor,1,8210
conductor,0,220
conductor,0,16400
conductor,4,545
conductor,4,16410
conductor,3,533
conductor,3,16402
conductor,2,2181
conductor,2,16417
conductor,1,3907
conductor,1,8212
conductor,0,962
conductor,0,8211
conductor,4,290
conductor,4,16412
conductor,3,1927
conductor,3,16402
conductor,2,120
conductor,2,16412
conductor,1,1021
conductor,1,16414
conductor,0,4338
conductor,0,8218
conductor,4,2092
conductor,4,4114
conductor,3,226
conductor,3,4113
conductor,2,525
conductor,2,4119
conductor,1,68
conductor,1,8215
conductor,0,3
conductor,0,8219
conductor,4,136
conductor,4,8218
conductor,3,1095
conductor,3,8201
conductor,2,1720
conductor,2,8217
conductor,1,98
conductor,1,8209
conductor,1,2
conductor,1,2
conductor,0,754
conductor,0,16403
conductor,4,980
conductor,4,16403
conductor,3,1883
conductor,3,16406
conductor,2,540
conductor,2,16412
conductor,1,3773
conductor,1,16417
conductor,0,1006
conductor,0,16407
conductor,4,1574
conductor,4,16417
conductor,3,1147
conductor,3,16416
conductor,2,3435
conductor,2,16414
conductor,1,1032
conductor,1,16407
conductor,0,1863
conductor,0,16415
conductor,4,1297
conductor,4,16413
conductor,3,2790
conductor,3,16408
conductor,2,1793
conductor,2,16411
conductor,1,1340
conductor,1,16415
conductor,0,1418
conductor,0,16414
conductor,4,2683
conductor,4,16404
conductor,3,1393
conductor,3,16400
conductor,2,1390
conductor,2,16418
conductor,1,1346
conductor,1,16399
conductor,0,2907
conductor,0,16412
conductor,4,1326
conductor,4,16406
conductor,3,1593
conductor,3,16414
conductor,2,1216
conductor,2,16407
conductor,1,3091
conductor,1,16412
conductor,0,1168
conductor,0,16400
conductor,4,1950
conductor,4,16408
conductor,3,1331
conductor,3,16415
conductor,2,2625
conductor,2,16398
conductor,1,1576
conductor,1,16404
conductor,0,1894
conductor,0,16404
conductor,4,1006
conductor,4,16412
conductor,3,2971
conductor,3,16404
conductor,2,1368
conductor,2,16408
conductor,1,1752
conductor,1,16411
conductor,0,1229
conductor,0,16405
conductor,4,2850
conductor,4,16414
conductor,3,1484
conductor,3,16410
conductor,3,3
conductor,3,2
conductor,3,2
conductor,3,2
conductor,2,1947
conductor,2,16406
conductor,2,2
conductor,2,3
conductor,2,3
conductor,2,2
conductor,1,1370
conductor,1,32789
conductor,0,2578
conductor,0,32802
conductor,0,2
conductor,0,2
atompick,0,1
atompick,3,1
atompick,1,255
atompick,2,255
atompick,4,511
atompick,3,31
atompick,0,127
atompick,2,1
atompick,4,255
atompick,1,1023
atompick,0,511
atompick,3,1023
atompick,4,511
atompick,1,255
atompick,3,255
atompick,1,1
atompick,3,1
atompick,0,1023
atompick,1,127
atompick,4,1023
atompick,0,127
atompick,3,511
atompick,0,1
atompick,1,255
atompick,4,255
atompick,3,1
atompick,0,255
atompick,2,4095
atompick,4,511
atompick,1,511
atompick,3,511
atompick,0,255
atompick,1,63
atompick,4,511
atompick,1,1
atompick,3,511
atompick,1,1
atompick,0,1023
atompick,1,255
atompick,3,1
atompick,0,127
atompick,0,1
atompick,3,1
atompick,1,255
atompick,4,2047
atompick,2,4095
atompick,1,1
atompick,3,511
atompick,4,1
atompick,2,511
atompick,1,1
atompick,3,511
atompick,0,2047
atompick,2,511
atompick,4,1023
atompick,0,1
atompick,2,1
atompick,1,1023
atompick,4,1
atompick,2,255
atompick,0,255
atompick,4,1
atompick,1,255
atompick,3,2047
atompick,0,511
atompick,4,255
atompick,2,1023
atompick,0,255
atompick,3,511
atompick,4,511
atompick,2,511
atompick,0,255
atompick,3,15
atompick,2,1
atompick,4,63
atompick,3,1
atompick,0,1
atompick,2,511
atompick,3,1
atompick,0,1
atompick,2,1
atompick,3,511
atompick,0,1
atompick,2,255
atompick,3,511
atompick,2,1
atompick,2,1
atompick,4,4095
atompick,2,1
atompick,2,1
atompick,4,1
atompick,4,1
atompick,2,1
atompick,4,1
atompick,2,1
atompick,4,1
atompick,1,16383
atompick,1,1
atompick,1,1
atompick,1,1
